id,pleno_id,fecha,mandat_id,intervinient,entitat,entitat_id,tipus_entitat,idioma_original,ambit,zones,districtes,categorias,subcategorias,cap_major,cap_subtopics,resum_cas,resum_val
2025-04-11-2-004,2025-04-11-2,2025-04-11,2023-2027,Cristóbal Aguado Sanchis,AV la Petxina,av-la-petxina,av,valenciano,multi_barri,Penya-Roja|Natzaret,Camins al Grau|Poblats Marítims,urbanisme|mobilitat,urbanisme:espai_public|mobilitat:mobilitat_activa|mobilitat:transit,7|10|14,1403|1002|1010|705,"Felicita a la alcaldesa por defender el soterramiento de Serrería pero exige coherencia: pide aplicar los mismos principios de desarrollo urbano sostenible para eliminar el túnel de Pérez Galdós, advirtiendo del riesgo de perder fondos europeos.","Felicita l'alcaldessa per defensar el soterrament de Serreria però exigeix coherència: demana aplicar els mateixos principis de desenvolupament urbà sostenible per a eliminar el túnel de Pérez Galdós, advertint del risc de perdre fons europeus."
2025-04-11-2-003,2025-04-11-2,2025-04-11,2023-2027,Rosario González Rodríguez,AV Abastos-Finca Roja,av-abastos-finca-roja,av,castellano,multi_barri,Abastos-Finca Roja,Extramurs|L'Eixample,urbanisme|medi_ambient|participacio,urbanisme:espai_public|medi_ambient:contaminacio|participacio:participacio,7|10|20,1002|705|2000,"Reclama una ciudad más social y preocupada por el medio ambiente y los vecinos, apoyando la eliminación del túnel de Pérez Galdós y solidarizándose con los vecinos de Serrería.","Reclama una ciutat més social i preocupada pel medi ambient i els veïns, recolzant l'eliminació del túnel de Pérez Galdós i solidaritzant-se amb els veïns de Serreria."
2025-04-11-3-101,2025-04-11-3,2025-04-11,2023-2027,Manuel Folgado Pedrós,Associació Cultural i de Consumidors Patraix,associacio-cultural-consumidors-patraix,cultural,castellano,barri,Faitanar,Poblats del Sud,economia|medi_ambient|serveis_publics,economia:agricultura|medi_ambient:zones_verdes|medi_ambient:dana_2024|serveis_publics:serveis_socials,4|7|14,400|709|711|1401,"Vecino de Faitanar denuncia la degradación de la huerta tras la DANA, la falta de riego, agua potable, alcantarillado, iluminación y presencia policial, y pide integrar actividades que acerquen la ciudad a la huerta.","Veí de Faitanar denuncia la degradació de l'horta després de la DANA, la falta de reg, aigua potable, clavegueram, il·luminació i presència policial, i demana integrar activitats que acosten la ciutat a l'horta."
2025-04-11-2-002,2025-04-11-2,2025-04-11,2023-2027,Miguel Sánchez Valdés,Asociación Vecinal La Roqueta,associacio-veinal-roqueta,av,mixt,multi_barri,La Roqueta,Extramurs,urbanisme|mobilitat|medi_ambient,urbanisme:espai_public|mobilitat:transit|mobilitat:mobilitat_activa|medi_ambient:emergencies_climatiques|medi_ambient:dana_2024,7|10,1002|1010|705|711,"Miguel Sánchez, presidente de la AV La Roqueta, critica la falta de coordinación institucional respecto a las infraestructuras de la ciudad, especialmente los túneles de Serrería, Pérez Galdós-Giorgeta y Guillén de Castro, pidiendo documentos vinculantes para garantizar su eliminación en lugar de convertirlos en moneda política.","Miguel Sánchez, president de l'AV La Roqueta, critica la falta de coordinació institucional respecte a les infraestructures de la ciutat, especialment els túnels de Serreria, Pérez Galdós-Giorgeta i Guillén de Castro, demanant documents vinculants per garantir la seua eliminació en lloc de convertir-los en moneda política."
2025-04-11-3-001,2025-04-11-3,2025-04-11,2023-2027,Ana Juana Broncano López,Asociación TDAH MAS 16 València,asociacion-tdah-mas-16,ong,castellano,barri,La Torre,Poblats del Sud,cultura|serveis_publics|persones,cultura:associacionisme|serveis_publics:educacio|serveis_publics:esports|persones:joventut|persones:gent_major,6|13|15|23,2300|1526|600|1303,"Vecina de La Torre denuncia la nefasta gestión municipal tras la DANA, reclama un centro cultural, escuela infantil municipal y piscina municipal para el barrio, y exige que la alcaldesa atienda las necesidades de los ciudadanos.","Veïna de La Torre denuncia la nefasta gestió municipal després de la DANA, reclama un centre cultural, escola infantil municipal i piscina municipal per al barri, i exigeix que l'alcaldessa atenga les necessitats dels ciutadans."
2025-04-11-2-001,2025-04-11-2,2025-04-11,2023-2027,Fernando Argente,Plataforma Vecinal Barrio Penya-roja / Asociación de Vecinos de Penya-roja,plataforma-vecinal-penyaroja,plataforma,castellano,multi_barri,Penya-Roja|El Grau|Cabanyal-Canyamelar|La Punta,Camins al Grau|Poblats Marítims|Quatre Carreres,urbanisme|mobilitat|participacio,urbanisme:espai_public|mobilitat:transit|participacio:transparencia,10|14|20,1002|1401|2000,"Representante de la Asociación de Vecinos de Penya-roja reclama la urgente reanudación del soterramiento de las vías de Serrería, una obra comprometida hace 33 años que divide los barrios de Penya-roja, Grao y Nazaret. Solicita transparencia en los estudios técnicos, compromiso político firme entre Ayuntamiento y Ministerio, y respeto a los vecinos.","Representant de l'Associació de Veïns de Penya-roja reclama la reanudació urgent del soterrament de les vies de Serreria, una obra comprometida fa 33 anys que divideix els barris de Penya-roja, Grao i Nazaret. Sollicita transparència en els estudis tècnics, compromís polític ferm entre Ajuntament i Ministeri, i respecte als veïns."
2025-04-11-3-100,2025-04-11-3,2025-04-11,2023-2027,Ramón Roberto Expósito Marco,Per l'Horta,per-horta,av,valenciano,multi_barri,La Torre|Faitanar,Poblats del Sud,medi_ambient|mobilitat|economia|serveis_publics,medi_ambient:dana_2024|mobilitat:transit|economia:agricultura|serveis_publics:seguretat,4|7|10|12,711|1002|1201|405,"Labrador de Faitanar denuncia la devastación de la DANA, la falta de agua potable, alcantarillado, presencia policial y riego seis meses después, y pregunta por qué el Ayuntamiento no forma parte de la Plataforma por el Soterramiento de las vías.","Llaurador de Faitanar denuncia la devastació de la DANA, la falta d'aigua potable, clavegueram, presència policial i reg sis mesos després, i pregunta per què l'Ajuntament no forma part de la Plataforma pel Soterrament de les vies."
2025-02-25-004,2025-02-25,2025-02-25,2023-2027,"José Casermeiro Castro, Bernardo Marcos Pastor",FAMPA València,fampa-valencia,educacio,mixt,ciutat,,,serveis_publics|drets_i_igualtat|participacio,serveis_publics:educacio|drets_i_igualtat:drets_linguistics|participacio:consells_sectorials,2|6|20,600|207|2000,"FAMPA València se opone a votar sobre la lengua vehicular en las escuelas públicas, considerando que el sistema actual de enseñanza bilingüe funciona correctamente y permite a los alumnos competencias similares en valenciano y castellano.","FAMPA València s'oposa a votar sobre la llengua vehicular a les escoles públiques, considerant que el sistema actual d'ensenyança bilingüe funciona correctament i permet als alumnes competències similars en valencià i castellà."
2025-02-25-003,2025-02-25,2025-02-25,2023-2027,"Clodoaldo Roldán, Josep Benlloch, Lucía Senabre",Associació de Veïns de Campanar,avv-campanar,av,castellano,barri,Campanar|Les Tendetes|El Calvari|Sant Pau,Campanar,urbanisme|serveis_publics|cultura,urbanisme:espai_public|serveis_publics:educacio|serveis_publics:esports|cultura:associacionisme,6|14|15|23,2300|600|1526|1401,La Asociación de Vecinos de Campanar reclama la creación de un centro cívico municipal y un centro de Universidad Popular para paliar el déficit de infraestructuras culturales y educativas del barrio.,L'Associació de Veïns de Campanar reclama la creació d'un centre cívic municipal i un centre de Universitat Popular per a pal·liar el dèficit d'infraestructures culturals i educatives del barri.
2025-02-25-002,2025-02-25,2025-02-25,2023-2027,José Manuel Felisi Herrero,Asociación Mesura,plataforma-valencia-aire,plataforma,mixt,ciutat,,,mobilitat|medi_ambient|economia,mobilitat:transit|mobilitat:zbe|medi_ambient:contaminacio|economia:comerc_ocupacio,7|10|15,1002|705|1010|1526,"Representante de Asociación Mesura presenta análisis de incremento de tráfico y contaminación en València, y propone cuatro medidas concretas: crear comisión de seguimiento de la zona de bajas emisiones, coordinar con MITECO, establecer aranceles portuarios y priorizar estacionamiento para residentes locales.","Representant d'Associació Mesura presenta anàlisi de l'increment de trànsit i contaminació a València, i proposa quatre mesures concretes: crear comissió de seguiment de la zona de baixes emissions, coordinar amb MITECO, establir aranzels portuaris i prioritzar l'estacionament per a residents locals."
2025-02-25-001,2025-02-25,2025-02-25,2023-2027,Fernando del Molino Écija,Federació Sindical del Taxi de València,federacio-taxi,empresa,castellano,ciutat,,,mobilitat|economia|participacio,mobilitat:transport_public|economia:comerc_ocupacio|participacio:participacio,10|15,1001|1521,"El representante del sector del taxi solicita que el Ayuntamiento traslade la regulación de la LOTT para que las VTC solo realicen transporte interurbano, exigiendo un concurso público para las licencias urbanas y evitando que empresas externas se lleven beneficios, protegiéndose así este servicio público de interés general.","El representant del sector del taxi sol·licita que l'Ajuntament traslade la regulació de la LOTT perquè les VTC només realitzen transports interurbans, exigint un concurs públic per a les llicències urbanes i evitant que empreses externes es duen beneficis, protegint-se així aquest servei públic d'interès general."
2025-01-28-011,2025-01-28,2025-01-28,2023-2027,Norman Ortells Miragall,Associació de Veïns de la Torre,av-la-torre,av,valenciano,multi_barri,La Torre|Pinedo|El Palmar|El Perellonet|Castellar-L'Oliveral|El Saler,Poblats del Sud|Quatre Carreres,mobilitat|medi_ambient|participacio,mobilitat:transport_public|medi_ambient:dana_2024|participacio:participacio,7|10|13,1001|711|1305,"El representante de la Asociación de Vecinos de La Torre critica la insuficiencia de frecuencias en transporte público, especialmente en la línea 27, y cuestiona la limitación de 60 viajes mensuales de la tarjeta EMT con tu. Propone una nueva línea transversal que conecte los pueblos del sur de la ciudad desde Pinedo hasta el intercambiador de Valencia Sur.","El representant de l'Associació de Veïns de la Torre critica la insuficiència de freqüències en transport públic, especialment en la línia 27, i qüestiona la limitació de 60 viatges mensuals de la targeta EMT amb tu. Proposa una nova línia transversal que connecte els pobles del sud de la ciutat des de Pinedo fins a l'intercanviador de València Sud."
2025-01-28-010,2025-01-28,2025-01-28,2023-2027,Norman Ortells Miragall,Associació de Veïns de la Torre,av-la-torre,av,valenciano,multi_barri,La Torre|El Palmar|Sant Isidre|La Fontsanta,L'Olivereta|Patraix|Poblats del Sud,urbanisme|medi_ambient|participacio,urbanisme:habitatge|medi_ambient:dana_2024|participacio:participacio,7|14,1400|1406|1409|711,"El representante de la Asociación de Vecinos de la Torre demanda un estudio integral de las necesidades de vivienda en el barrio, especialmente en plantas bajas con condiciones infrahumanas, y critica la falta de ayudas económicas directas del Ayuntamiento para realojamientos y rehabilitación tras la DANA.","El representant de l'Associació de Veïns de la Torre reclama un estudi integral de les necessitats d'habitatge al barri, especialment en plantes baixes amb condicions infrahumanes, i critica la falta d'ajudes econòmiques directes de l'Ajuntament per a realojaments i rehabilitació després de la DANA."
2025-01-28-009,2025-01-28,2025-01-28,2023-2027,Antonio Puchades Cuevas,Associació Veïnal Arrancapins-La Petxina,av-la-petxina,av,valenciano,multi_barri,La Petxina|Nou Moles,Extramurs|L'Olivereta,serveis_publics|cultura|participacio,serveis_publics:esports|cultura:associacionisme|participacio:participacio,13|15,1526|1305,"La Asociación Vecinal de La Petxina solicita la reapertura inmediata del Complex Esportiu Cultural Petxina, cerrado por obras de reparación de la cubierta de la piscina, destacando que las salas de fitness no fueron afectadas y que la falta de planificación ha dejado el centro sin gestión.","L'Associació Veïnal de la Petxina sol·licita la reobertura immediata del Complex Esportiu Cultural Petxina, tancat per obres de reparació de la coberta de la piscina, destacant que les sales fitness no van ser afectades i que la falta de planificació ha deixat el centre sense gestió."
2025-01-28-008,2025-01-28,2025-01-28,2023-2027,Pilar Martínez Escot,Plataforma Orriols en Lucha,plataforma-orriols-en-lucha,plataforma,castellano,barri,Els Orriols,Rascanya,serveis_publics|urbanisme|drets_i_igualtat,serveis_publics:educacio|serveis_publics:salut|serveis_publics:serveis_socials|serveis_publics:seguretat|serveis_publics:esports|urbanisme:espai_public|urbanisme:habitatge|drets_i_igualtat:diversitat|drets_i_igualtat:interculturalitat_i_antiracisme,6|12|13|14|15,1304|1401|1201|1526|602|1303,"Representante de la Plataforma Orriols en Lucha denuncia incumplimiento de promesas municipales en temas de servicios sociales, urbanismo, seguridad y cierre prolongado del polideportivo, reclamando igualdad de servicios y dignidad para el barrio.","La representant de la Plataforma Orriols en Lluita denuncia l'incompliment de promeses municipals en temes de serveis socials, urbanisme, seguretat i el tancament prolongat del poliesportiu, reclamant igualtat de serveis i dignitat per al barri."
2025-01-28-007,2025-01-28,2025-01-28,2023-2027,Miguel Minguet Gimeno,AVA-ASAJA,ava-asaja,altres,valenciano,multi_barri,Castellar-L'Oliveral|La Torre|El Forn D'Alcedo,Poblats del Sud,economia|medi_ambient|participacio,economia:agricultura|medi_ambient:dana_2024|participacio:participacio,4|7|14,400|711|1403,"Un agricultor de Castellar perteneciente a AVA-ASAJA solicita al Ayuntamiento que no abandone el sector agrícola tras la dana, criticando la Ley de la Huerta por ser impuesta y burocrática, y demandando acciones decididas e inmediatas para preservar la Huerta de Valencia y la Albufera.","Un llaurador de Castellar d'AVA-ASAJA demana a l'Ajuntament que no abandone el sector agrícola després de la dana, criticant la Llei de l'Horta per imposada i burocràtica, i sol·licitant accions decidides i immediates per a preservar l'Horta de València i l'Albufera."
